id,kind,category_ja,model,source_lemma,lemma,description_ja,final_status,passed,raw_verdict,verification_method,processing_time_seconds,evidence_model_path,evidence_model_sha256,evidence_log_path,evidence_log_sha256,notes
A44,attack,敵対的意味論,oclm_phase1b_external.spthy,external_model_pair_is_single_use,audit_a44_external_model_pair_is_single_use,external modelで同一issuance pairを複数生成に再利用できるか,SURVIVES,True,falsified,clean direct rerun,8.29,models/generated_theories/A44_oclm_phase1b_external.spthy,5810568807b402d220f52b78783be0e073461172a4bb86877000eca3ca28e62f,logs/clean/A44.txt,c17ce71bd4d947432eca62c641cb35da147902cfa97143ac32d6be81fd27610c,Original result replaced by a warning-free clean rerun.
A45,attack,理論・同一性・祖先,oclm_phase1c1_composition_contract.spthy,composed_child_identity_is_bound_or_compromised,audit_a45_composed_child_identity_is_bound_or_compromised,Oracle鍵侵害なしでC1合成後の同一Childを異なる系譜へ置換できるか,SURVIVES,True,falsified,original clean run,8.08,models/generated_theories/A45_oclm_phase1c1_composition_contract.spthy,d6e2cc7811c281a163285fd5ed61fc0a8b75c2ecb437873d03a26c71b82e6a43,logs/original/A45_audit_a45_composed_child_identity_is_bound_or_compromised.txt,c211c1732ff4a8cfe057ab3f4cc35875c64e531aaa93be85c7dad6f08ff50668,
A46,attack,時間境界・状態遷移,oclm_phase1c3_forward_secure_epochs.spthy,accepted_certificate_with_issued_credential_requires_origin_or_epoch_compromise,audit_a46_accepted_certificate_with_issued_credential_requires_origin_or_epoch_compromise,epoch credential発行済みでもorigin証明書発行・epoch鍵侵害なしで受理できるか,SURVIVES,True,falsified,clean direct rerun,373.17,models/generated_theories/A46_oclm_phase1c3_forward_secure_epochs.spthy,ab4cab92209d5c5a89d8c7b75b4a5b79488e66546a16af118f6f2f42f6e97f29,logs/clean/A46.txt,bd7f8956deab86a901c80ea23cb38c1fb2f83a7af346943104bc7c522fcd0b5c,Original result replaced by a warning-free clean rerun.
A47,attack,理論・同一性・祖先,oclm_phase1c3_forward_secure_epochs.spthy,uncompromised_erased_epoch_acceptance_has_full_ancestry,audit_a47_uncompromised_erased_epoch_acceptance_has_full_ancestry,旧epoch/root未侵害時に完全な発行・親・生成・消去祖先なしで受理できるか,SURVIVES,True,falsified,clean direct rerun,726.84,models/generated_theories/A47_oclm_phase1c3_forward_secure_epochs.spthy,9fb95dae43f140c6769cadbd2006a6edd725617f53717e93cc5b977444609283,logs/clean/A47.txt,7d029a0fd604e8e56f500ed3985e1cb35cbd1ccd8af397b2991081df833e1ee1,Original result replaced by a warning-free clean rerun.
A48,attack,理論・同一性・祖先,oclm_phase1c3_forward_secure_epochs.spthy,past_epoch_identity_is_bound_or_target_compromised,audit_a48_past_epoch_identity_is_bound_or_target_compromised,対象epoch/root侵害なしで過去epochの同一Childを異なる系譜へ置換できるか,SURVIVES,True,verified,integrated all-traces proof with three verified helper lemmas,707.76,models/a48/oclm_phase1c3_a48_decomposed_h1_h2_h3.spthy,6a674d76a6c37479a10c727387a9a5771b7557064781ea4411b658e9bf355133,logs/clean/A48_integrated_H1_H2_H3_final.txt,7a3b2b0e6b64e2d8bfca323dce4ca49c267fb78286044a11e4c39645a4a714c1,The original A48 attack search timed out. The equivalent security property and H1/H2/H3 were verified together in one clean Tamarin invocation.
A49,attack,時間境界・状態遷移,oclm_phase1c3a_forward_secure_epoch_core.spthy,erased_old_epoch_key_cannot_be_compromised_later,audit_a49_erased_old_epoch_key_cannot_be_compromised_later,消去済み旧epoch鍵を後から侵害できるか,SURVIVES,True,falsified,original clean run,1.21,models/generated_theories/A49_oclm_phase1c3a_forward_secure_epoch_core.spthy,7919e6af91713ba1d6e9c9d570af1894066c683a1dd465373d104e8f6d8f232c,logs/original/A49_audit_a49_erased_old_epoch_key_cannot_be_compromised_later.txt,12b73501c92ea596487b8348145c9cbe4c21e157ed5c37e166aeeacd730df818,
A50,attack,時間境界・状態遷移,oclm_phase1c3a_forward_secure_epoch_core.spthy,accepted_epoch_credential_requires_issuance_or_root_compromise,audit_a50_accepted_epoch_credential_requires_issuance_or_root_compromise,発行もroot侵害もなくepoch credentialを受理できるか,SURVIVES,True,falsified,original clean run,1.24,models/generated_theories/A50_oclm_phase1c3a_forward_secure_epoch_core.spthy,b93288c86f7bf5da046b4b8292dd09bd004c12b87cea4dd982846515723218b9,logs/original/A50_audit_a50_accepted_epoch_credential_requires_issuance_or_root_compromise.txt,bf62e3de58a30e90ec30638111aa7c870837de2e91aa2ae72cb48fe01245a37b,
A51,attack,時間境界・状態遷移,oclm_phase1c4a_verifier_state_monotonicity_core.spthy,verifier_state_e1_never_rolls_back_to_e0_without_compromise,audit_a51_verifier_state_e1_never_rolls_back_to_e0_without_compromise,Verifier侵害なしでe1からe0へ巻き戻せるか,SURVIVES,True,falsified,original clean run,0.12,models/generated_theories/A51_oclm_phase1c4a_verifier_state_monotonicity_core.spthy,9f108f22fa4c2583acf4a93612d338b2a3f134ac3a19ed76701c368254e702df,logs/original/A51_audit_a51_verifier_state_e1_never_rolls_back_to_e0_without_compromise.txt,dfa4c5ed28862395cf6e08e9522439d1c85e0224e478de933e9809aaed676692,
A52,attack,時間境界・状態遷移,oclm_phase1c4a_verifier_state_monotonicity_core.spthy,verifier_state_e2_never_rolls_back_to_e1_without_compromise,audit_a52_verifier_state_e2_never_rolls_back_to_e1_without_compromise,Verifier侵害なしでe2からe1へ巻き戻せるか,SURVIVES,True,falsified,original clean run,0.13,models/generated_theories/A52_oclm_phase1c4a_verifier_state_monotonicity_core.spthy,938a36a803b78fd3e7f60fec7f7234dfa679713121e6af1146234a8eef4655f8,logs/original/A52_audit_a52_verifier_state_e2_never_rolls_back_to_e1_without_compromise.txt,36ae39aa2930fdd09f164f1ba9d0acefb2028ff026962a3fb73dc1148e92ee90,
A53,attack,時間境界・状態遷移,oclm_phase1c4a_verifier_state_monotonicity_core.spthy,verifier_state_e2_never_rolls_back_to_e0_without_compromise,audit_a53_verifier_state_e2_never_rolls_back_to_e0_without_compromise,Verifier侵害なしでe2からe0へ巻き戻せるか,SURVIVES,True,falsified,original clean run,0.14,models/generated_theories/A53_oclm_phase1c4a_verifier_state_monotonicity_core.spthy,649eba84dd1a8952fc8fa0a6fd860543d829477565fdf3b4f9ba8610fcd0cb01,logs/original/A53_audit_a53_verifier_state_e2_never_rolls_back_to_e0_without_compromise.txt,d8d4c8edab2de53127288f49c0357adfd8cbe0e2cf0434d6bfddf809ed997618,
A54,attack,時間境界・状態遷移,oclm_phase1c4b_rollback_resistant_composition_contract.spthy,rollback_resistant_acceptance_requires_c3b_contract,audit_a54_rollback_resistant_acceptance_requires_c3b_contract,C3B contract anchorなしでrollback-resistant受理へ到達できるか,SURVIVES,True,falsified,original clean run,1.33,models/generated_theories/A54_oclm_phase1c4b_rollback_resistant_composition_contract.spthy,c80da362642d234348ae35c3a38c7b83e08cd92d9882019abc31238b227936e9,logs/original/A54_audit_a54_rollback_resistant_acceptance_requires_c3b_contract.txt,08a0fed1eb92e08dffe2561d26d194f50a38aeb94b726507882ed0ff07b69c06,
A55,attack,時間境界・状態遷移,oclm_phase1c4b_rollback_resistant_composition_contract.spthy,composed_acceptance_uses_latest_state_or_prior_verifier_compromise,audit_a55_composed_acceptance_uses_latest_state_or_prior_verifier_compromise,最新状態でも事前Verifier侵害でもない状態で合成受理できるか,SURVIVES,True,falsified,original clean run,1.51,models/generated_theories/A55_oclm_phase1c4b_rollback_resistant_composition_contract.spthy,4b160fdad6a8dddc06fa16220d1633c0606c7fe08839d8e5e18f9479d3694bc7,logs/original/A55_audit_a55_composed_acceptance_uses_latest_state_or_prior_verifier_compromise.txt,1ba590baad4a251b5c5d775b320d8fbe305f2362003eb006764fb804e1d22ffc,
A56,attack,合成・証拠境界,oclm_phase1c4b_rollback_resistant_composition_contract.spthy,same_contract_conflicting_verifier_histories_require_compromise,audit_a56_same_contract_conflicting_verifier_histories_require_compromise,Verifier侵害なしで同一contractに競合する検証履歴を成立させられるか,SURVIVES,True,falsified,original clean run,1.40,models/generated_theories/A56_oclm_phase1c4b_rollback_resistant_composition_contract.spthy,317d218671251d12f2bab559e74120f55c0d77c07a69e61159f43eee5985f605,logs/original/A56_audit_a56_same_contract_conflicting_verifier_histories_require_compromise.txt,741d46692385cb8cee700deda394186ad4f0ca68e3c934513d967ec0115d29af,
A57,attack,時間境界・状態遷移,oclm_phase1c5a_revocation_state_core.spthy,verifier_revocation_state_never_rolls_back_without_compromise,audit_a57_verifier_revocation_state_never_rolls_back_without_compromise,Verifier侵害なしで失効状態を旧状態へ巻き戻せるか,SURVIVES,True,falsified,original clean run,0.54,models/generated_theories/A57_oclm_phase1c5a_revocation_state_core.spthy,f1a6a4bcffa8a229486590a6d3ae779074168a0d32b677387d7a636ee4880a61,logs/original/A57_audit_a57_verifier_revocation_state_never_rolls_back_without_compromise.txt,40ed9063775cb4b154c5b98ad72562138c5a16ba18459a33e53dd5eaf80ac768,
A58,attack,Transparency・分岐,oclm_phase1c5b_transparency_split_view_core.spthy,conflicting_gossip_produces_equivocation_evidence,audit_a58_conflicting_gossip_produces_equivocation_evidence,競合gossipをequivocation evidenceなしで成立させられるか,SURVIVES,True,falsified,original clean run,0.37,models/generated_theories/A58_oclm_phase1c5b_transparency_split_view_core.spthy,05e96bfc0ed0615edaac3186c3a46821dad9fdeaf2d6ac0c60463f7f7bd72fe4,logs/original/A58_audit_a58_conflicting_gossip_produces_equivocation_evidence.txt,55f8a757a489d9e1c56d5ff86a938db9144054dbb3971c1669f16097d2b79e97,
A59,attack,合成・証拠境界,oclm_phase1c5c_revocation_transparency_lineage_composition_contract.spthy,clean_composed_acceptance_has_current_component_evidence,audit_a59_clean_composed_acceptance_has_current_component_evidence,clean最終受理をcurrent lineage・active certificate・canonical root証拠なしで成立させられるか,SURVIVES,True,falsified,original clean run,1.59,models/generated_theories/A59_oclm_phase1c5c_revocation_transparency_lineage_composition_contract.spthy,b0dba34ae31551a817a1576a8b128714cda0c1a020e0de7dbb23c48d79e8f347,logs/original/A59_audit_a59_clean_composed_acceptance_has_current_component_evidence.txt,6d1a9cdb188c6ad686c119ef7f4dfefddd6c7dcd88aac760089f108e83bb8f77,
A60,attack,Transparency・分岐,oclm_phase1c5c_revocation_transparency_lineage_composition_contract.spthy,forked_composed_acceptance_requires_prior_log_compromise,audit_a60_forked_composed_acceptance_requires_prior_log_compromise,事前Log侵害なしでforked最終構成を受理できるか,SURVIVES,True,falsified,original clean run,1.86,models/generated_theories/A60_oclm_phase1c5c_revocation_transparency_lineage_composition_contract.spthy,9c468eac792b920851202f29607c442ba5de2e264faf1efff42de2a9e14f3d3e,logs/original/A60_audit_a60_forked_composed_acceptance_requires_prior_log_compromise.txt,b186a180d2447e4b78725639ba9928b7ce6455900f2fb5cf659ba59c93b69079,
A61,attack,理論・同一性・祖先,oclm_phase1c5c_revocation_transparency_lineage_composition_contract.spthy,stale_lineage_composed_acceptance_requires_prior_compromise,audit_a61_stale_lineage_composed_acceptance_requires_prior_compromise,事前Verifier侵害なしでstale lineage最終構成を受理できるか,SURVIVES,True,falsified,original clean run,1.55,models/generated_theories/A61_oclm_phase1c5c_revocation_transparency_lineage_composition_contract.spthy,24cf321fc0fb7d5cc6bdfe2b5a722a6a4aa7bbf7dd99b865d7107a4f4bed646a,logs/original/A61_audit_a61_stale_lineage_composed_acceptance_requires_prior_compromise.txt,33505f59feb5edb0b2c1e024187c46cfc8a60b901fe6d05286ab1765cc59a181,
A62,attack,時間境界・状態遷移,oclm_phase1c6a_multi_epoch_generalization_core.spthy,current_epoch_acceptance_has_current_evidence,audit_a62_current_epoch_acceptance_has_current_evidence,current epoch受理をcurrent証拠なしで成立させられるか,SURVIVES,True,falsified,original clean run,0.73,models/generated_theories/A62_oclm_phase1c6a_multi_epoch_generalization_core.spthy,57b8e79dd87cd46489fa006bac54ce6e6ff90e95101f29c0f7bc89a06dc67bac,logs/original/A62_audit_a62_current_epoch_acceptance_has_current_evidence.txt,568e16cd2e384c6aadc8ef363811703824f9817d5c129c9645aba5d6951dfbbe,
A63,attack,時間境界・状態遷移,oclm_phase1c6a_multi_epoch_generalization_core.spthy,stale_epoch_acceptance_requires_prior_verifier_compromise,audit_a63_stale_epoch_acceptance_requires_prior_verifier_compromise,事前Verifier侵害なしでstale epochを受理できるか,SURVIVES,True,falsified,original clean run,0.74,models/generated_theories/A63_oclm_phase1c6a_multi_epoch_generalization_core.spthy,16097b81a596b32d1c1d7c3fe4334908e2d3d898abd8cbdef3d899b7e4cf1533,logs/original/A63_audit_a63_stale_epoch_acceptance_requires_prior_verifier_compromise.txt,fd880752a2e32e75afd9c86cabbc14666bda8cda5b1ab51a1054458fb554420c,
A64,attack,時間境界・状態遷移,oclm_phase1c6a_multi_epoch_generalization_core.spthy,generalized_epoch_rollback_requires_prior_verifier_compromise,audit_a64_generalized_epoch_rollback_requires_prior_verifier_compromise,事前Verifier侵害なしでgeneralized epoch rollbackを成立させられるか,SURVIVES,True,falsified,original clean run,0.73,models/generated_theories/A64_oclm_phase1c6a_multi_epoch_generalization_core.spthy,0c30a5014cd74e699dc1105cb6948b21b12f20b4e4c063733126c6329f977d33,logs/original/A64_audit_a64_generalized_epoch_rollback_requires_prior_verifier_compromise.txt,ef904cc9a5fafb3f489702178b0751f11999fb5c8f6d3e5132988235f8f641b7,
A65,attack,時間境界・状態遷移,oclm_phase1c6a_multi_epoch_generalization_core.spthy,recorded_epoch_transition_never_rolls_back_without_compromise,audit_a65_recorded_epoch_transition_never_rolls_back_without_compromise,記録済みepoch transitionをVerifier侵害なしで逆行させられるか,SURVIVES,True,falsified,original clean run,0.79,models/generated_theories/A65_oclm_phase1c6a_multi_epoch_generalization_core.spthy,04809270676ec5014a6219401cddf0ed7b23eccc5c5afb95e88d16f650d40d57,logs/original/A65_audit_a65_recorded_epoch_transition_never_rolls_back_without_compromise.txt,6fd8437cd9e5743eeff12524a624ceb1dfb48ea595f16488b4d256c399502bb7,
A66,attack,時間境界・状態遷移,oclm_phase1c6a_multi_epoch_generalization_core.spthy,conflicting_direct_epoch_acceptances_require_prior_compromise,audit_a66_conflicting_direct_epoch_acceptances_require_prior_compromise,事前Verifier侵害なしで高epoch受理後に低epochを競合受理できるか,SURVIVES,True,falsified,original clean run,0.83,models/generated_theories/A66_oclm_phase1c6a_multi_epoch_generalization_core.spthy,cfc570281b644988d8e4bfec1e44ca23fb715405771c9c7b50f95ed94075fd2a,logs/original/A66_audit_a66_conflicting_direct_epoch_acceptances_require_prior_compromise.txt,47c364adf28226010e69ec3f2d431622aa098a59b7f58c1042025ad417d8448d,
A67,attack,合成・証拠境界,oclm_phase1c6b_generalized_security_composition_contract.spthy,clean_generalized_acceptance_has_complete_evidence,audit_a67_clean_generalized_acceptance_has_complete_evidence,clean generalized受理を完全なepoch/security証拠なしで成立させられるか,SURVIVES,True,falsified,original clean run,17.18,models/generated_theories/A67_oclm_phase1c6b_generalized_security_composition_contract.spthy,4dbf233beac865ec8ca0d6db16166b1146d95d909b822b30f9a8e99b0a830f3b,logs/original/A67_audit_a67_clean_generalized_acceptance_has_complete_evidence.txt,f26da15698000812a18c0a6807580011497eb62dd5d9dccf890c9b62871e03bb,
A68,attack,時間境界・状態遷移,oclm_phase1c6b_generalized_security_composition_contract.spthy,stale_generalized_acceptance_has_stale_epoch_evidence,audit_a68_stale_generalized_acceptance_has_stale_epoch_evidence,stale generalized受理をstale epoch証拠なしで成立させられるか,SURVIVES,True,falsified,original clean run,8.87,models/generated_theories/A68_oclm_phase1c6b_generalized_security_composition_contract.spthy,fcc7956b2a4c59d310ced2a238960174b5315897ba3d9f12b5c9e869f892fdbb,logs/original/A68_audit_a68_stale_generalized_acceptance_has_stale_epoch_evidence.txt,0812781db165ada86824dc9d565a1234c809fb3c1e2201d96fd48a7f8bd52d77,
A69,attack,時間境界・状態遷移,oclm_phase1c6b_generalized_security_composition_contract.spthy,stale_generalized_acceptance_uses_epoch_compromise_state,audit_a69_stale_generalized_acceptance_uses_epoch_compromise_state,stale generalized受理をepoch compromise使用状態なしで成立させられるか,SURVIVES,True,falsified,original clean run,8.44,models/generated_theories/A69_oclm_phase1c6b_generalized_security_composition_contract.spthy,0f8986833e10315b6fbb11d0568bc9f65d2e101ce3f56ac3518e9322843c11ab,logs/original/A69_audit_a69_stale_generalized_acceptance_uses_epoch_compromise_state.txt,3f13546f6fbde1b2c39223bf7c162bb316d8dcf960e625c904571b4d9ad0241b,
A70,attack,時間境界・状態遷移,oclm_phase1c6b_generalized_security_composition_contract.spthy,generalized_epoch_compromise_use_requires_prior_compromise,audit_a70_generalized_epoch_compromise_use_requires_prior_compromise,事前Verifier侵害なしでepoch compromise使用イベントを成立させられるか,SURVIVES,True,falsified,original clean run,12.62,models/generated_theories/A70_oclm_phase1c6b_generalized_security_composition_contract.spthy,3e41099b85c96f3ae30b52f87f1ebf4916ececa994a947993732454ab48ae593,logs/original/A70_audit_a70_generalized_epoch_compromise_use_requires_prior_compromise.txt,99afbdab23a06bc9970b04b6cb914240d3c8777f9da272331aaaefe0900f1735,
A71,attack,失効・再有効化,oclm_phase1c6b_generalized_security_composition_contract.spthy,revoked_generalized_acceptance_requires_explicit_exception,audit_a71_revoked_generalized_acceptance_requires_explicit_exception,明示的例外なしでrevoked generalized受理を成立させられるか,SURVIVES,True,falsified,original clean run,10.29,models/generated_theories/A71_oclm_phase1c6b_generalized_security_composition_contract.spthy,64a5ec7bfb8cda53e26a88d391357aaf6ba8282aaee97066e9a986f8182ef298,logs/original/A71_audit_a71_revoked_generalized_acceptance_requires_explicit_exception.txt,062e723780c31e12d96fcb8f4dabce33020251e3a286f4e34c3857e9de339fee,
A72,attack,Transparency・分岐,oclm_phase1c6b_generalized_security_composition_contract.spthy,forked_generalized_acceptance_requires_prior_log_compromise,audit_a72_forked_generalized_acceptance_requires_prior_log_compromise,事前Log侵害なしでforked generalized受理を成立させられるか,SURVIVES,True,falsified,original clean run,12.44,models/generated_theories/A72_oclm_phase1c6b_generalized_security_composition_contract.spthy,6bccad5655a2b0e40a1766eced1982347872a488451928ad5accb829f58ebf00,logs/original/A72_audit_a72_forked_generalized_acceptance_requires_prior_log_compromise.txt,1b6f1c2963b4babf89e2107ec88567492e0cd1f76dba916d212298488703b6f4,
A73,attack,Transparency・分岐,oclm_phase1c6b_generalized_security_composition_contract.spthy,conflicting_generalized_transparency_roots_require_prior_compromise,audit_a73_conflicting_generalized_transparency_roots_require_prior_compromise,事前Log侵害なしでgeneralized最終受理に競合rootを成立させられるか,SURVIVES,True,falsified,clean direct rerun,14.81,models/generated_theories/A73_oclm_phase1c6b_generalized_security_composition_contract.spthy,83631636c9f242c894de6035a76cf8e59a5683d221567723e0e1e96b8b078e21,logs/clean/A73.txt,67fdf273406f45d38a1b67250cc1a837df9fb5a2248f1af5c9900d49c7589370,Original result replaced by a warning-free clean rerun.
A74,attack,完全複製・逆方向同一性,oclm_phase1.spthy,,audit_a74_same_provenance_distinct_child,完全に同じOracle–Parent–Time–Space祖先から異なる2つのChild IDを受理できるか,SURVIVES,True,falsified,original clean run,2.31,models/generated_theories/A74_oclm_phase1.spthy,e7d001bd2b7bc935b46b239f5a80876d90ec194b2e6f9881b325cd9e3491222b,logs/original/A74_audit_a74_same_provenance_distinct_child.txt,10e60e362cf72dba50760ef488b7dffc5897a3ce1996afc6f7594fb6841d4d62,
A75,attack,完全複製・逆方向同一性,oclm_phase1b1_external_signature.spthy,,audit_a75_same_provenance_distinct_child,Oracle鍵侵害なしで同一の完全系譜から異なる2つの外部Child IDを受理できるか,SURVIVES,True,falsified,original clean run,1.35,models/generated_theories/A75_oclm_phase1b1_external_signature.spthy,b18112ce4b0008a809e48b4fa2e660d1e9c818cf6bc4dc2d090e925ed4dca03d,logs/original/A75_audit_a75_same_provenance_distinct_child.txt,fc04b044724bbaec244479098ee23cda30f36f377a8723bc45309efbde00a045,
A76,attack,完全複製・逆方向同一性,oclm_phase1b3_claim_collapse.spthy,,audit_a76_same_provenance_distinct_child,Oracle鍵侵害なしでclaim collapse後の同一完全系譜から異なる2つのChild IDを受理できるか,SURVIVES,True,falsified,original clean run,2.26,models/generated_theories/A76_oclm_phase1b3_claim_collapse.spthy,a373ff6482c9f3ce489b245eb62985f32c6f177407ed36016aed6886160ceaa0,logs/original/A76_audit_a76_same_provenance_distinct_child.txt,31218f71ca08ef6d0f69fad2ccbac1b1eced43cf8e370bdeed48acc295786e20,
A77,attack,完全複製・逆方向同一性,oclm_phase1b_external.spthy,,audit_a77_same_provenance_distinct_child,Oracle鍵侵害なしでexternal modelの同一完全系譜から異なる2つのChild IDを受理できるか,SURVIVES,True,falsified,clean direct rerun,6.05,models/generated_theories/A77_oclm_phase1b_external.spthy,544d40e138dbdb26b5678dcb13788438caeb45bb2107255985761c67230fbcc9,logs/clean/A77.txt,0a0118e1ccedf8e52a11f4e7be7f015db6f8e1d05ea20495d07aa52d4bf96e9d,Original result replaced by a warning-free clean rerun.
A78,attack,完全複製・逆方向同一性,oclm_phase1c1_composition_contract.spthy,,audit_a78_same_provenance_distinct_child,Oracle鍵侵害なしでC1合成の同一完全系譜から異なる2つのChild IDを受理できるか,SURVIVES,True,falsified,original clean run,5.17,models/generated_theories/A78_oclm_phase1c1_composition_contract.spthy,d1d040cc5588fab9f3f0bc97a96c3475845c527676a0dc8bbf26b4346c6ca720,logs/original/A78_audit_a78_same_provenance_distinct_child.txt,e629ffcc5013ce87dc11400b20b9e55296492a57c56049edc6b53e306a583220,
A79,attack,完全複製・逆方向同一性,oclm_phase1c2_signed_composition_certificate.spthy,,audit_a79_same_provenance_distinct_child,Oracle鍵侵害なしでC2署名済み同一完全系譜から異なる2つのChild IDを受理できるか,SURVIVES,True,falsified,clean direct rerun,4.79,models/generated_theories/A79_oclm_phase1c2_signed_composition_certificate.spthy,4031830f770a72b0f45f672c85d63b93439cf7c422b1611d86b91474a516b098,logs/clean/A79.txt,4fd1a4b06203692ce1ffa98c0729d890a56a01d2c922935710562a38badea317,Original result replaced by a warning-free clean rerun.
A80,attack,完全複製・逆方向同一性,oclm_phase1c3b_c2_c3_composition_contract.spthy,,audit_a80_same_provenance_distinct_child,対象旧epoch鍵/root侵害なしで同一forward-secure完全系譜から異なる2つのChild IDを受理できるか,SURVIVES,True,falsified,clean direct rerun,34.13,models/generated_theories/A80_oclm_phase1c3b_c2_c3_composition_contract.spthy,23c93cda02d007e352d8ffa3e76df30be26e61999bb5ccee4d9e95a2b41f34cd,logs/clean/A80.txt,6b59fe38bda85676198f2b906d7d105224635c124ff54d8d37e9474cd9d40840,Original result replaced by a warning-free clean rerun.
H01,health,モデル健全性,oclm_phase1.spthy,,executable,Phase 1基礎ライフサイクルが到達可能,REACHABLE,True,verified,original clean run,3.29,models/phase1_tamarin/oclm_phase1.spthy,5910f31719f870adc2bca89a1b6b6c6a33dc872403edc39d0d82804eb64cd09a,logs/original/H01_executable.txt,ecd82183b5753f22bf775c409c88bfcc2a913311ecbdca5b8977042def3d9edb,
H02,health,モデル健全性,oclm_phase1b2_time_space_window.spthy,,executable_complete_window_lifecycle,Time/Space window完全ライフサイクルが到達可能,REACHABLE,True,verified,original clean run,4.83,models/phase1_tamarin/oclm_phase1b2_time_space_window.spthy,31e9390a03ab2df09e103d3d6cfad0ba1c58a5d2aad5dda2a26cce6ee8909e0c,logs/original/H02_executable_complete_window_lifecycle.txt,39329c7f04b73c8f28915c67f963876006c2bd537b86aa56c6130fb0f4a39ae2,
H03,health,モデル健全性,oclm_phase1c2_signed_composition_certificate.spthy,,executable_honest_signed_composition_lifecycle,署名済み構成の正直ライフサイクルが到達可能,REACHABLE,True,verified,clean direct rerun,17.59,models/phase1_tamarin/oclm_phase1c2_signed_composition_certificate.spthy,e05f12eec9d3bb766b190f6d45d19ca67d27f8b21f3ed2ad41d2a1c90bde08b6,logs/clean/H03.txt,fd6afb9061d413e84c0b0c86c21dc1bc7a39ab46942c9755a748c43306266653,Original result replaced by a warning-free clean rerun.
H04,health,モデル健全性,oclm_phase1c3a_forward_secure_epoch_core.spthy,,executable_old_certificate_after_later_epoch_compromise,後続epoch侵害後の正規旧証明書検証経路が到達可能,REACHABLE,True,verified,original clean run,21.72,models/phase1_tamarin/oclm_phase1c3a_forward_secure_epoch_core.spthy,f887abfbaa2ca77adcb5a936f7d4a3dc37dccb407a57c86edf153b24acc0192d,logs/original/H04_executable_old_certificate_after_later_epoch_compromise.txt,6321231d44562704678c4e3a1c902d17d83776c0d215b738c3336217c7168f0f,
H05,health,モデル健全性,oclm_phase1c4b_rollback_resistant_composition_contract.spthy,,executable_rollback_resistant_composed_lifecycle,rollback-resistant構成ライフサイクルが到達可能,REACHABLE,True,verified,original clean run,2.82,models/phase1_tamarin/oclm_phase1c4b_rollback_resistant_composition_contract.spthy,f6fc87b5b68e4af994fe531c6b70e0f47a1864235df29986020d5ac64b9d0602,logs/original/H05_executable_rollback_resistant_composed_lifecycle.txt,c0758f9beac03295a8883c3483fd92f49f3c8075df12dc932ac6e3276d942dd2,
H06,health,モデル健全性,oclm_phase1c5a_revocation_state_core.spthy,,executable_revocation_lifecycle,失効ライフサイクルが到達可能,REACHABLE,True,verified,original clean run,1.96,models/phase1_tamarin/oclm_phase1c5a_revocation_state_core.spthy,3f2b2eedf6f9bede139e8beefb7c7cc763aa8e843be23af1ef7698aa0cce62e0,logs/original/H06_executable_revocation_lifecycle.txt,612f34320b2036454c563c49ceaa4b5450e19ebfbe90ab3f21945b2e3fba8a8c,
H07,health,モデル健全性,oclm_phase1c5b_transparency_split_view_core.spthy,,executable_transparency_split_view_lifecycle,split-view検出ライフサイクルが到達可能,REACHABLE,True,verified,original clean run,2.01,models/phase1_tamarin/oclm_phase1c5b_transparency_split_view_core.spthy,b9c9c13390e7c6758d09ccadf4dd1b81b78e57e1439049e0d2290462b2668b14,logs/original/H07_executable_transparency_split_view_lifecycle.txt,65c8ad4b2439b9799d2d1d3c07ea6806095cb4a02ee9b6751cdc217ca1cd500b,
H08,health,モデル健全性,oclm_phase1c6b_generalized_security_composition_contract.spthy,,executable_generalized_clean_multi_epoch_lifecycle,C6B clean multi-epochライフサイクルが到達可能,REACHABLE,True,verified,original clean run,13.59,models/phase1_tamarin/oclm_phase1c6b_generalized_security_composition_contract.spthy,c3a350f15677c93491b3af392c0519f08d3d0a6ea70200121eb4a315d7064328,logs/original/H08_executable_generalized_clean_multi_epoch_lifecycle.txt,f2cfcc521f84d8c254d058643588d1138f63e764a4f0552276d651e887827ec5,
